User_Name,Location,Tweets
RaviPan79730591,,"RT @Kumardip10: Multiple choice for Cbi and @ips_nupurprasad
Ques) If its a suicide then who bought Sushant's body down?
A) Meme police.
B)…"
Amera55260426,,"RT @Kumardip10: What kind of professional experience does meme police have that they can say its a suicide within 5 minutes?
On what experi…"
BotHimiko,,"It's magic, not suicide"
ksoohyunie,성진시,@kshismydada Hahaha i strangely like Suicide Squad's OST.. can't wait to use the song as the bgm for hyunsoo's edit too 😆
somu62352023,,"Why meme police declared Sushant's murder as suicide in 5 minute and CBI is still doing investigation ??
CBI Decode SSR Murder"
SahibSi36006098,,"RT @AlwaysBHappy21: Happiness Mantra By practicing meditation, millions of @derasachasauda volunteers live life full of positivity and can…"
edgarmash791,,@adviceforbernie @BenMarten @MLevitt_NP2013 @justin_hart @AlexBerenson @EthicalSkeptic Probably the Y2K scam that f… https://t.co/HjFZlERW0v
RaviPan79730591,,"RT @Kumardip10: Things pointing towards murder.
Delete of disha salians file.
Hurry in doing PM.
Taken to Cooper Hospital instead of Leelav…"
AsamiTsuburaya,Indonesia,"""A detective who corners someone with logic, but lets them commit suicide... is no different from a murderer"" ~Conan Edogawa"
mpho_lekhoa,Johannesburg,"@LexReeSilly Chile there are better methods of suicide... 
😭 https://t.co/MuxOC8olRb"
jberry38,"creedmor, n.c.","RT @CharlieDaniels: Keeping Charlie's legacy alive. - TeamCDB

22 VETERANS COMMIT SUICIDE EVERY DAY!!"
GaryNTrader,,@Backwoo17019176 @ImTheParrot @pijoe1212 All fun whilst it lasts but when it does come crashing down I can see PIs… https://t.co/6EPRooELvX
Mynation_BH,"Bihar, India",RT @MyNationCitizen: @Naveen_MRA @ABPNews @rsprasad @rajnathsingh @ArvindKejriwal @PMOIndia @Zeenewshindi24 @News18India @SwatiJaiHind @ndt…
StrikeFord,,"RT @cath_cullen: Looks like there's some movement on a national, 3-digit suicide prevention hotline, which I've reported about here: https:…"
MBeverlye,,"RT @cuttingquote: Every 40 seconds someone commits suicide. Please talk to someone. 
Suicide hotline number: 
1 (888) 628-9454 https://t.co…"
akuzgf,carrd byf ,"@beomgfs double suicide, my love &lt;3"
JASC90260783,Australia,"RT @AOC: While you conveniently talk about “moving on,” a second Capitol police officer lost their life yesterday in the still-raging after…"
twizzler1,"usa    Hamilton, NY",@scorpio6262 @TLTESQ37 @rickwtyler Don’t really know what precipitated the suicide.
aurora_ssr,💕,"RT @Nadiaa_Islam: Why Sushant didn't left any suicide note, if he committed suicide?? 

CBI Decode SSR Murder"
NyamudaJoseph,"Harare, Zimbabwe","RT @MamoyoT: I still don’t understand why a man who struggled with alcoholism ,substance abuse and once attempted suicide can be a VP and h…"
Ghanafuo_Kofi,"Belgorod, Russia",BREAKING News: Senior Police Commander commits suicide https://t.co/JPngKlDRBA
Ghanawish_Media,Spain,BREAKING News: Senior Police Commander commits suicide https://t.co/uWtfot2GuH
PCKJ3627,Country NSW,RT @JulieAnnFinney2: RIP Ryan Goodwin. We hear you. I beg you all to stand with me.  Not one of the families of these brave men and women a…
nishi821,,"RT @ApurvaU21: Many are trying make money off SSR! Sháme. Specially the so called ""YouTubers"".

Be Careful of those who Change their Narrat…"
jberry38,"creedmor, n.c.","RT @CharlieDaniels: Keeping Charlie's legacy alive. - TeamCDB

22 VETERANS COMMIT SUICIDE EVERY DAY!!"
4chocolate,,"Another devastating loss of a physician by suicide. A family beyond heartbroken. When help was wanted, there were c… https://t.co/CVdpBI6pdL"
AW82413345,,https://t.co/a5QXz9KCjx - Former BC Student Accused of Talking Boyfriend Into Suicide Before Graduation Will Face T… https://t.co/DkG7IwZF9A
ElgonWilliams,"Las Vegas, NV","RT @pandamoonpub: ""Beetlejuice meets The Good Place in Suicide Souls, a wildly inventive and darkly comic novel..."" - Emily Ross (Half in L…"
Katheri24561432,,"RT @AOC: While you conveniently talk about “moving on,” a second Capitol police officer lost their life yesterday in the still-raging after…"
BeachBunnyWader,"Boca Raton, FL",THIS is why We should continue impeachment! Idc if he’s not in office anymore or not..he’s responsible and should N… https://t.co/p4b81WW7d5
ElgonWilliams,"Las Vegas, NV",RT @pandamoonpub: The C &amp; E Show's Christine Gabriel @ChristineGabrie &amp; Elgon Williams @ElgonWilliams welcome Author Penni Jones @pjoneswri…
AmySing6,,"RT @ItsSSR_______: Multiple choice for Cbi and @ips_nupurprasad
Ques) If its a suicide then who bought Sushant's body down?
A) Meme police.…"
KennethSwift17,,"Suicide doesn't end the chances of life getting worse, it eliminates the possibility of it ever getting any better.… https://t.co/MgO9DBpfx7"
bythewayplease,Orange County,"RT @askjillian: Just woke thinking about the officer that was murdered Jan 6, &amp; 5 others permanently damaged by brain injuries, one lost an…"
scorpio6262,"Buffalo, NY",@TLTESQ37 @rickwtyler Put family member of the 2 who did suicide
nuthan_ch,,"RT @itsAKS80: @PreetiK38397033 He can't suicide...But I don't k ow why CBI IS NOT FILE THE FIR UNDER 302 201 376D 
IN SSR AND DISHA CASE..…"
Kelly79998198,"New Brunswick, Canada",@LindaWesson @NatalieisBlue @PriestImelda I think some ppl don’t like talking about suicide or mental health
tRUMP4nthng,Alaska,"RT @sfpelosi: Its been 22 days since Trump’s deadly sedition mob and I hope all the Capitol lawmakers, staff, press, security, and support…"
aurora_ssr,💕,"RT @ShikhaC95: After 13-14th june~ Why suddenly every bullyweedians became suicide specialist?

CBI Decode SSR Murder"
Abiodun08196604,Abuja,"RT @SaharaReporters: We’ll Rather Die Than Accept Evicted Seriki Fulani Back – Igangan Community Residents Vow | Sahara Reporters 
The comm…"
Vijay1750,"Pune, India","RT @JusticePmc: @narendramodi More than 100 people lost their lives and some of them committed suicide. Who will be responsible for this?
W…"
ManishaMahara10,India,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
VarunBa79499465,,"RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
nuthan_ch,,"RT @PreetiK38397033: We are so lost in thinking about winning, losing, success, failure. We have forgotten to living life. The most importa…"
iMack82,"Birmingham, England","RT @Omz2468: This is so brave of you @OwenPaterson + an emotional read

https://t.co/zC7FXaA3CE

If ever you simply need help or are feelin…"
kvshspliff,Bethlehem | Vanderbijlpark ,"RT @valavoosh: Sithole died ""by suicide"" 12 days before Madiba's release. I mention Madiba because Sithole was Zindzi's partner. They had r…"
misslelaina,Black Lives Matter,"RT @LRPow79: In the Capitol #insurrection:
🚓140 Police Officers injured
🚓2 Have committed suicide
🚓1 was beaten to death
Blue Lives don’t r…"
Sult_Alm,AD,"@Xahraddeen_ @_whhy Its definitely murder, he shot his chest but the blood stain is under his head, that suicide wo… https://t.co/A5G2ZEtmxE"
apwriter,"Boston, MA",@DunBiken @GerberKawasaki @Perpetual_Now True story: Old folks will remember The Singing Nuns. Two were gay. Commit… https://t.co/K5TrP5DETI
kenwuertz,Decatur il,@theblaze The chaplain is right. The transgender community has a 40% suicide rate. That is clear evidence that they are not mentally fit.
vaclavshovel,"Beacon, NY","RT @NBCNews: A second police officer who defended the U.S. Capitol during the mob attack on Jan. 6 has died by suicide, acting chief of the…"
ViDzz900,"Aurangabad, India","RT @cskkanu: @mataonline It's husband suicide so no further investigation, no punishment to women who are responsible for this killing.
#Hu…"
iamDerbydash,,RT @Adomonline: Senior Police Commander allegedly commits suicide; shoots himself in his room - https://t.co/mMmzFu6O7B https://t.co/JQUtrh…
TMakobva,,"RT @MamoyoT: I still don’t understand why a man who struggled with alcoholism ,substance abuse and once attempted suicide can be a VP and h…"
RLChanyeoLee,,"RT @teamEries: For EXO-L, A Lesson To Learn : A THREAD

ERI-ah,
Have u watched Busted Season 3? It's really good right? I especially paid a…"
MENDFamilyCourt, Hollywood CA + Greensboro NC ,RT @DangerousPlayg3: @TearSculpture @MENDFamilyCourt @BreeNewsome @SanBernCourt It's not in the best interest of the child to die from suic…
somnodoggy,they/him ; owned,"@WH0REPVPPY ed, self harm/suicide, large bugs jrjd ty 4 asking bestie /g"
sarahbraasch1,In the Nether Realms of Social Ostracization,"RT @sarahbraasch1: We know now that when you participate in a witch hunt, especially in the press, and on @SamHarrisOrg and in the @nytimes…"
Blink_AliceShen,Red Lotus Pavilion,"""On the battlefield, how could the cruel general face his beloved woman who will be hung from the city wall. Will h… https://t.co/Y2ezrZCbc8"
RayyanSuleiman,"Bauchi State, Nigeria","RT @ShehuSani: On this day in 2017,this young man Yakubu Muhammed Fannami saved the lives of hundreds of people in a mosque by rushing and…"
MianArs42164385,,RT @Razarumi: Late Brigadier @asadmunir38 was my dear friend and he committed suicide in protest against a witch-hunt. May there be justice…
dmtoft,"Dublin, Ireland.","@neilwalkerwrote Thank you, Neil. Have a great weekend.

Suicide bombers have become a renewable resource, but who… https://t.co/PME6JL4w1z"
TeaTweetings,भारत,RT @AnkitaMokal: How maheshbhat was so sure tht 1day#SSR going to do suicide like Parveenbhabhi?Why mumbai police didnt file#SSR FIR on feb…
B_O_B_B_Y,http://instagram.com/B_O_B_B_Y,"RT @askjillian: Just woke thinking about the officer that was murdered Jan 6, &amp; 5 others permanently damaged by brain injuries, one lost an…"
YaaChief,,"RT @MamoyoT: I still don’t understand why a man who struggled with alcoholism ,substance abuse and once attempted suicide can be a VP and h…"
denreabhloid,An Srath Bán,"age groups leading to further losses due to depression, anxiety, and high rates of suicide and addiction. It's effe… https://t.co/HTTPSKc74b"
nuthan_ch,,"RT @Kumardip10: Multiple choice for Cbi and @ips_nupurprasad
Ques) If its a suicide then who bought Sushant's body down?
A) Meme police.
B)…"
MrCrumbsbody,Ex Machina,"The Liberal government has legalized pot, expanded access to assisted suicide, and forbid Canadians from going on v… https://t.co/E6iMITUCej"
libraryoferana,UK,RT @HistoryHitRome: There was no doubt to the people of Rome that Nero had committed suicide in 68AD. Followers of Nero in Asia nonetheless…
karishmau,Goa/Shillong,"RT @AarefaJohari: Abida Tadvi broke down at today's Elgar Parishad in Pune while speaking about the suicide of her daughter Payal Tadvi, a…"
jenniez_zayn,India,"RT @12_hiral: Why all mysterious deaths are taken to cooper and declared a suicide? 
CBI Decode SSR Murder"
MissLafayee,,Why everybody keep talking bout a block party on the south side ? That’s like suicide
DangerousPlayg3,,@TearSculpture @MENDFamilyCourt @BreeNewsome @SanBernCourt It's not in the best interest of the child to die from s… https://t.co/2fISs0czWd
Sushant_kv,Dusri duniya se aaya hun  ,"RT @Kumardip10: Things pointing towards murder.
Delete of disha salians file.
Hurry in doing PM.
Taken to Cooper Hospital instead of Leelav…"
fatal_strategys,"somewhere in nyc, probably",RT @Anarkismus_: French kids are still forced to go to school despite the pandemic and suicide attempts among them are skyrocketing.
shimmygutura,Most probably near you😊,"RT @TheBULGARIAN4: @shimmygutura driving from Buluwayo to Harare  closer to Gweru i saw a  grey skinned man ""kunge ane dota""  with a transp…"
Anjna116,"England, United Kingdom","RT @nilotpalm3: Mass report and mass block vijay shekhar gupta I’d , he is fraud using SSR name for his promotion , he had planned movie su…"
jenniez_zayn,India,"RT @oishi_saarker: There is so much evidence in Sushant's murder that the fabricated Suicide story itself has died :3 

CBI Decode SSR Murd…"
Mayur4SSR,BHARAT 🇮🇳,"RT @ShikhaC95: After 13-14th june~ Why suddenly every bullyweedians became suicide specialist?

CBI Decode SSR Murder"
tanna_tasha,,"RT @psharmaaz: 🔷Why everyone was in a hurry to declare it suicide?
🔷On what basis did Mumbai Police concluded that it was a suicide? 
🔷Whic…"
TheBULGARIAN4,Zim Harare ,"@shimmygutura driving from Buluwayo to Harare  closer to Gweru i saw a  grey skinned man ""kunge ane dota""  with a t… https://t.co/MU2HLj9l0z"
dunb66,cork,RT @The42_ie: A local charity which provides free suicide intervention and prevention training is to benefit from the sales of the new @Cob…
emoXnightmare,dead inside || 15 || BLM ||,"Tw// mental health, suicide, disablitys

I swear if I see ONE MORE person romanticising disablities and mental heal… https://t.co/IGOFfwwivs"
Mynation_BH,"Bihar, India","RT @MyNation_net: Divorce: Writing, insulting and offensive letters to office, Suicide threats - Cruelty - https://t.co/01RGQLtYKW &lt;&lt; C L I…"
fern_wildflower,"California, USA","RT @lindyli: Two police officers committed suicide in the aftermath of your insurrection. You killed another with a fire extinguisher!

#Pr…"
SumitSi51432064,"Pratapganj, India","RT @itsmekkd05: No suicide note
No froth from mouth
No eyes protruded 
No tongue popping out
With no circumstantial evidence of su!cde how…"
aufhuck,,RT @Anarkismus_: French kids are still forced to go to school despite the pandemic and suicide attempts among them are skyrocketing.
12_hiral,United States ,RT @MansiS2104: Who is the mastermind of suicide theory?? @ips_nupurprasad  CBI Decode SSR Murder
msdonna2014,"Houston, TX",RT @XULQIMOON: @NazimRUs Some jokes especially if they can lead to mocking or body shaming people by others online or in real life shouldn'…
paullee54548243,,"@CivMilAir Well fuck, first it was Jesus. Then it was Santa and the fucking Easter Bunny. These muppets are constan… https://t.co/4bfIW8fqE2"
LL4WLlET,asian,"RT @stzoldyck: TW // self harm and suicide 

just a reminder to not vote on polls with no questions or just blank, it could be someone tryi…"
Cynthia62597760,,"RT @codeofvets: If you are feeling lost, shattered, hopeless. Make a call.

Suicide is not the answer. Life is messy. Life is beautiful. Re…"
owenblacker,"London, European Union","RT @DavidPaisley: @BoyzMagazine then deleted their apology tweet 💐

And spent the day retweeting LGB Alliance.

Whatever damage to their re…"
Sushant_kv,Dusri duniya se aaya hun  ,"RT @Kumardip10: Multiple choice for Cbi and @ips_nupurprasad
Ques) If its a suicide then who bought Sushant's body down?
A) Meme police.
B)…"
